PLAYER NAME,AVG_ROUND_3_SCORING_AVERAGE,TOTAL STROKES_ROUND_3_SCORING_AVERAGE,TOTAL ROUNDS_ROUND_3_SCORING_AVERAGE,YEAR,AVG_SCORING_AVERAGE_BEFORE_CUT,TOTAL STROKES_SCORING_AVERAGE_BEFORE_CUT,TOTAL ROUNDS_SCORING_AVERAGE_BEFORE_CUT,ROUNDS_PUTTING,AVERAGE_PUTTING,TOTAL SG:PUTTING_PUTTING,MEASURED ROUNDS_PUTTING,ROUNDS_OFF-THE-TEE,AVERAGE_OFF-THE-TEE,TOTAL SG:OTT_OFF-THE-TEE,MEASURED ROUNDS_OFF-THE-TEE,ROUNDS_TEE-TO-GREEN,AVERAGE_TEE-TO-GREEN,SG:OTT_TEE-TO-GREEN,SG:APR_TEE-TO-GREEN,SG:ARG_TEE-TO-GREEN,MEASURED ROUNDS_TEE-TO-GREEN,AVG_FINAL_ROUND_SCORING_AVERAGE,TOTAL STROKES_FINAL_ROUND_SCORING_AVERAGE,TOTAL ROUNDS_FINAL_ROUND_SCORING_AVERAGE,ROUNDS_AROUND-THE-GREEN,AVERAGE_AROUND-THE-GREEN,TOTAL SG:ARG_AROUND-THE-GREEN,MEASURED ROUNDS_AROUND-THE-GREEN,ROUNDS_APPROACH-THE-GREEN,AVERAGE_APPROACH-THE-GREEN,TOTAL SG:APP_APPROACH-THE-GREEN,MEASURED ROUNDS_APPROACH-THE-GREEN,TOP 10_TOP_10_FINISHES,1ST_TOP_10_FINISHES,2ND_TOP_10_FINISHES,3RD_TOP_10_FINISHES,MONEY_CAREER_MONEY_LEADERS,RANK_OFFICIAL_WORLD_GOLF_RANKING,ROWAN SCORE,ALL-AROUND_RANKING_DIFF,OFFICIAL_WORLD_GOLF_RANKING_DIFF
John Merrick,70.14,491,7,2010,69.9,1398,20,33.0,-0.217,-4.555,21.0,33.0,-0.006,-0.121,21.0,33.0,0.233,-0.006,0.458,-0.219,21.0,72.71,509.0,7.0,33.0,-0.219,-4.601,21.0,33.0,0.458,9.609,21.0,0.0,0.0,0.0,0.0,3528246.0,190.0,0.0,-20.0,-3.6500000000000057
Robert Allenby,70.17,421,6,2010,69.07,967,14,28.0,0.608,15.209,25.0,28.0,0.517,12.924,25.0,28.0,1.102,0.517,0.706,-0.121,25.0,70.0,420.0,6.0,28.0,-0.121,-3.036,25.0,28.0,0.706,17.653,25.0,3.0,0.0,1.0,0.0,22424636.0,17.0,-5.0,-67.0,-5.75
Adam Scott,70.25,281,4,2010,70.45,775,11,20.0,-1.224,-19.585,16.0,20.0,0.478,7.646,16.0,20.0,1.472,0.478,1.158,-0.164,16.0,72.5,290.0,4.0,20.0,-0.164,-2.623,16.0,20.0,1.158,18.524,16.0,0.0,0.0,0.0,0.0,19433584.0,46.0,-12.0,-250.0,-0.18999999999999773
Padraig Harrington,70.4,352,5,2010,69.38,902,13,23.0,0.116,2.327,20.0,23.0,-0.356,-7.114,20.0,23.0,1.151,-0.356,0.993,0.513,20.0,72.6,363.0,5.0,23.0,0.513,10.263,20.0,23.0,0.993,19.866,20.0,2.0,0.0,0.0,1.0,18668035.0,10.0,0.0,-271.0,-6.560000000000002
Tim Clark,70.5,423,6,2010,69.47,1181,17,30.0,0.47,10.334,22.0,30.0,0.056,1.222,22.0,30.0,0.673,0.056,0.61,0.007,22.0,68.83,413.0,6.0,30.0,0.007,0.162,22.0,30.0,0.61,13.424,22.0,3.0,0.0,1.0,0.0,14710341.0,37.0,0.0,-5.0,-5.550000000000011
Retief Goosen,70.5,423,6,2010,69.77,907,13,27.0,0.93,19.528,21.0,27.0,0.295,6.198,21.0,27.0,0.63,0.295,0.108,0.227,21.0,68.2,341.0,5.0,27.0,0.227,4.762,21.0,27.0,0.108,2.275,21.0,5.0,0.0,0.0,0.0,24207852.0,16.0,-7.0,-95.0,19.080000000000013
David Toms,70.5,282,4,2010,70.43,986,14,22.0,0.004,0.072,18.0,22.0,0.074,1.335,18.0,22.0,0.244,0.074,0.29,-0.12,18.0,69.5,278.0,4.0,22.0,-0.12,-2.168,18.0,22.0,0.29,5.226,18.0,0.0,0.0,0.0,0.0,31950709.0,61.0,-15.0,-32.0,-2.1599999999999966
John Rollins,70.57,494,7,2010,70.44,1268,18,31.0,-0.588,-17.641,30.0,31.0,0.618,18.528,30.0,31.0,1.152,0.618,0.104,0.431,30.0,70.17,421.0,6.0,31.0,0.431,12.936,30.0,31.0,0.104,3.105,30.0,1.0,0.0,0.0,0.0,13065105.0,91.0,0.0,-64.0,-1.9299999999999926
Heath Slocum,70.57,494,7,2010,70.26,1335,19,31.0,-0.283,-6.22,22.0,31.0,-0.069,-1.516,22.0,31.0,-0.316,-0.069,0.02,-0.266,22.0,72.29,506.0,7.0,31.0,-0.266,-5.856,22.0,31.0,0.02,0.434,22.0,0.0,0.0,0.0,0.0,11747880.0,83.0,-11.0,62.0,-5.489999999999995
Ben Crane,70.67,424,6,2010,70.2,1053,15,29.0,0.208,4.57,22.0,29.0,-0.031,-0.689,22.0,29.0,0.358,-0.031,0.434,-0.045,22.0,70.33,422.0,6.0,29.0,-0.045,-0.989,22.0,29.0,0.434,9.556,22.0,2.0,1.0,0.0,0.0,12043643.0,54.0,-22.0,-51.0,1.4200000000000017
Steve Stricker,70.67,424,6,2010,68.83,826,12,25.0,0.647,15.53,24.0,25.0,0.131,3.146,24.0,25.0,1.13,0.131,0.37,0.629,24.0,69.0,414.0,6.0,25.0,0.629,15.103,24.0,25.0,0.37,8.878,24.0,4.0,1.0,0.0,1.0,25464672.0,2.0,-9.0,161.0,-3.509999999999991
Lucas Glover,70.8,354,5,2010,70.36,985,14,25.0,-0.102,-2.339,23.0,25.0,0.142,3.275,23.0,25.0,0.151,0.142,-0.136,0.145,23.0,73.2,366.0,5.0,25.0,0.145,3.338,23.0,25.0,-0.136,-3.138,23.0,1.0,0.0,0.0,0.0,11978236.0,26.0,-10.0,4.0,-5.840000000000003
Dustin Johnson,70.83,425,6,2010,69.06,1174,17,29.0,0.201,5.012,25.0,29.0,0.607,15.175,25.0,29.0,0.689,0.607,0.204,-0.122,25.0,71.17,427.0,6.0,29.0,-0.122,-3.054,25.0,29.0,0.204,5.102,25.0,2.0,1.0,0.0,1.0,6561229.0,29.0,-6.0,34.0,-3.819999999999993
Steve Marino,70.83,425,6,2010,70.19,1123,16,27.0,-0.206,-4.947,24.0,27.0,0.443,10.641,24.0,27.0,0.97,0.443,0.156,0.372,24.0,71.67,430.0,6.0,27.0,0.372,8.916,24.0,27.0,0.156,3.734,24.0,2.0,0.0,0.0,0.0,6252310.0,66.0,-15.0,-150.0,6.310000000000002
Jason Dufner,70.86,496,7,2010,70.44,1268,18,31.0,-0.449,-12.132,27.0,31.0,0.282,7.606,27.0,31.0,0.559,0.282,0.314,-0.037,27.0,71.14,498.0,7.0,31.0,-0.037,-0.994,27.0,31.0,0.314,8.473,27.0,0.0,0.0,0.0,0.0,3679360.0,73.0,-17.0,14.0,-1.5499999999999972
Ryo Ishikawa,71.0,213,3,2010,72.11,649,9,16.0,0.764,8.409,11.0,16.0,0.105,1.156,11.0,16.0,-1.18,0.105,-0.591,-0.693,11.0,74.0,148.0,2.0,16.0,-0.693,-7.628,11.0,16.0,-0.591,-6.505,11.0,1.0,0.0,0.0,0.0,0.0,44.0,0.0,401.41144200626957,-5.109999999999985
Kevin Na,71.0,568,8,2010,69.89,1328,19,33.0,0.285,7.696,27.0,33.0,-0.357,-9.634,27.0,33.0,0.493,-0.357,0.422,0.428,27.0,69.0,483.0,7.0,33.0,0.428,11.555,27.0,33.0,0.422,11.382,27.0,3.0,0.0,1.0,0.0,7736418.0,49.0,0.0,-133.0,25.040000000000006
Ian Poulter,71.0,142,2,2010,71.83,431,6,16.0,0.098,0.978,10.0,16.0,-0.113,-1.126,10.0,16.0,0.085,-0.113,0.244,-0.047,10.0,67.0,134.0,2.0,16.0,-0.047,-0.47,10.0,16.0,0.244,2.443,10.0,1.0,1.0,0.0,0.0,9590797.0,7.0,-17.0,88.0,-11.210000000000036
Brian Gay,71.14,498,7,2010,69.95,1329,19,34.0,0.637,16.565,26.0,34.0,-0.629,-16.355,26.0,34.0,-0.484,-0.629,-0.124,0.269,26.0,69.71,488.0,7.0,34.0,0.269,7.001,26.0,34.0,-0.124,-3.232,26.0,1.0,0.0,0.0,0.0,12654091.0,55.0,0.0,34.0,-6.930000000000007
David Duval,71.25,285,4,2010,71.59,1217,17,21.0,0.391,5.477,14.0,21.0,-0.917,-12.834,14.0,21.0,-1.208,-0.917,0.198,-0.489,14.0,71.5,143.0,2.0,21.0,-0.489,-6.84,14.0,21.0,0.198,2.766,14.0,1.0,0.0,1.0,0.0,18070419.0,110.0,0.0,117.0,0.30999999999999517
Phil Mickelson,71.29,499,7,2010,69.2,1038,15,28.0,-0.135,-3.383,25.0,28.0,0.136,3.389,25.0,28.0,1.2,0.136,0.93,0.135,25.0,71.43,500.0,7.0,28.0,0.135,3.368,25.0,28.0,0.93,23.256,25.0,1.0,0.0,0.0,0.0,56348375.0,3.0,-57.0,-43.0,-13.689999999999998
Marc Leishman,71.43,500,7,2010,71.53,1216,17,29.0,-0.14,-3.635,26.0,29.0,0.039,1.006,26.0,29.0,0.598,0.039,0.433,0.126,26.0,69.33,416.0,6.0,29.0,0.126,3.272,26.0,29.0,0.433,11.27,26.0,1.0,0.0,1.0,0.0,2432374.0,81.0,0.0,-64.0,-1.9899999999999949
Ángel Cabrera,71.5,429,6,2010,70.67,848,12,24.0,-0.131,-3.01,23.0,24.0,0.377,8.67,23.0,24.0,0.106,0.377,-0.069,-0.202,23.0,71.2,356.0,5.0,24.0,-0.202,-4.654,23.0,24.0,-0.069,-1.58,23.0,1.0,0.0,0.0,0.0,8190726.0,31.0,-18.0,41.0,-7.810000000000002
Steve Flesch,71.5,286,4,2010,72.72,1309,18,24.0,-0.166,-2.66,16.0,24.0,-0.629,-10.066,16.0,24.0,-1.617,-0.629,-1.028,0.04,16.0,74.0,222.0,3.0,24.0,0.04,0.641,16.0,24.0,-1.028,-16.451,16.0,0.0,0.0,0.0,0.0,17027573.0,285.0,-13.0,2.0,-3.3100000000000023
Ricky Barnes,71.56,644,9,2010,70.0,1470,21,36.0,0.224,6.728,30.0,36.0,-0.177,-5.3,30.0,36.0,0.228,-0.177,0.238,0.167,30.0,70.88,567.0,8.0,36.0,0.167,5.003,30.0,36.0,0.238,7.147,30.0,1.0,0.0,0.0,0.0,1125573.0,189.0,-13.0,85.0,-0.4099999999999966
Anthony Kim,71.6,358,5,2010,68.2,682,10,21.0,0.644,12.884,20.0,21.0,0.336,6.722,20.0,21.0,1.117,0.336,0.685,0.096,20.0,70.0,350.0,5.0,21.0,0.096,1.916,20.0,21.0,0.685,13.701,20.0,2.0,1.0,1.0,0.0,10344239.0,14.0,-41.0,-104.0,39.889999999999986
Jerry Kelly,71.67,430,6,2010,70.93,1064,15,27.0,-0.151,-3.461,23.0,27.0,-0.156,-3.594,23.0,27.0,0.011,-0.156,-0.299,0.467,23.0,72.0,432.0,6.0,27.0,0.467,10.731,23.0,27.0,-0.299,-6.887,23.0,0.0,0.0,0.0,0.0,21009287.0,86.0,-20.0,-110.0,3.469999999999999
Sean O'Hair,71.67,430,6,2010,70.2,1053,15,27.0,0.295,6.787,23.0,27.0,0.341,7.838,23.0,27.0,0.267,0.341,-0.161,0.087,23.0,69.4,347.0,5.0,27.0,0.087,1.992,23.0,27.0,-0.161,-3.698,23.0,1.0,0.0,0.0,0.0,12802702.0,20.0,-7.0,38.0,-5.599999999999994
Ryan Moore,71.83,431,6,2010,69.63,1114,16,26.0,0.258,5.412,21.0,26.0,0.42,8.828,21.0,26.0,-0.018,0.42,-0.547,0.109,21.0,70.0,280.0,4.0,26.0,0.109,2.294,21.0,26.0,-0.547,-11.495,21.0,2.0,0.0,0.0,0.0,7298723.0,60.0,-21.0,68.0,-3.469999999999999
Zach Johnson,72.0,360,5,2010,70.25,843,12,23.0,0.176,3.701,21.0,23.0,0.067,1.409,21.0,23.0,0.008,0.067,0.483,-0.542,21.0,69.25,277.0,4.0,23.0,-0.542,-11.378,21.0,23.0,0.483,10.137,21.0,0.0,0.0,0.0,0.0,17391175.0,30.0,-7.0,92.0,-8.829999999999984
Rory Sabbatini,72.4,362,5,2010,71.47,1215,17,25.0,-0.149,-2.974,20.0,25.0,0.182,3.63,20.0,25.0,-0.048,0.182,-0.227,-0.002,20.0,69.0,207.0,3.0,25.0,-0.002,-0.036,20.0,25.0,-0.227,-4.541,20.0,1.0,0.0,1.0,0.0,21126915.0,63.0,0.0,30.0,-2.6700000000000017
Ben Curtis,73.0,365,5,2010,70.86,992,14,23.0,0.26,5.723,22.0,23.0,-0.279,-6.144,22.0,23.0,0.304,-0.279,0.187,0.396,22.0,70.0,280.0,4.0,23.0,0.396,8.715,22.0,23.0,0.187,4.109,22.0,1.0,0.0,0.0,0.0,9327995.0,71.0,0.0,-198.0,9.100000000000009
Mike Weir,73.0,365,5,2010,69.2,1038,15,25.0,-0.123,-2.215,18.0,25.0,-0.54,-9.727,18.0,25.0,0.913,-0.54,0.838,0.616,18.0,71.2,356.0,5.0,25.0,0.616,11.091,18.0,25.0,0.838,15.075,18.0,1.0,0.0,0.0,0.0,26666508.0,48.0,-6.0,34.0,-6.289999999999992
Steve Stricker,66.8,334,5,2011,69.5,695,10,21.0,0.783,15.652,20.0,21.0,0.067,1.331,20.0,21.0,0.998,0.067,0.589,0.342,20.0,70.4,352.0,5.0,21.0,0.342,6.849,20.0,21.0,0.589,11.789,20.0,3.0,0.0,0.0,0.0,28531185.0,8.0,-20.0,-32.0,-1.789999999999992
Martin Laird,67.5,405,6,2011,68.81,1101,16,28.0,0.529,12.173,23.0,28.0,0.953,21.916,23.0,28.0,1.301,0.953,0.322,0.026,23.0,71.5,429.0,6.0,28.0,0.026,0.608,23.0,28.0,0.322,7.403,23.0,4.0,1.0,0.0,1.0,6231796.0,21.0,-20.0,-90.0,60.79999999999998
Jason Day,67.75,271,4,2011,71.5,858,12,23.0,0.419,8.38,20.0,23.0,0.132,2.643,20.0,23.0,-0.458,0.132,-0.625,0.034,20.0,72.0,288.0,4.0,23.0,0.034,0.685,20.0,23.0,-0.625,-12.492,20.0,2.0,0.0,0.0,0.0,5525247.0,41.0,-37.0,-6.0,-4.3799999999999955
Jerry Kelly,67.75,271,4,2011,69.6,1044,15,22.0,0.348,4.869,14.0,22.0,0.372,5.206,14.0,22.0,0.949,0.372,0.318,0.26,14.0,69.5,278.0,4.0,22.0,0.26,3.638,14.0,22.0,0.318,4.445,14.0,2.0,0.0,0.0,1.0,22367675.0,110.0,0.0,42.0,-4.610000000000014
Matt Kuchar,67.86,475,7,2011,68.81,1101,16,35.0,0.605,15.72,26.0,35.0,0.323,8.404,26.0,35.0,1.332,0.323,0.812,0.197,26.0,69.57,487.0,7.0,35.0,0.197,5.111,26.0,35.0,0.812,21.119,26.0,6.0,0.0,0.0,1.0,14444006.0,10.0,-18.0,-41.0,-3.8899999999999864
Ryan Palmer,68.0,408,6,2011,70.78,1274,18,31.0,-0.203,-5.289,26.0,31.0,0.012,0.306,26.0,31.0,-0.096,0.012,-0.095,-0.012,26.0,71.67,430.0,6.0,31.0,-0.012,-0.321,26.0,31.0,-0.095,-2.47,26.0,1.0,0.0,0.0,0.0,9930517.0,62.0,-23.0,68.0,-4.070000000000007
Brandt Snedeker,68.0,340,5,2011,70.94,1277,18,24.0,0.816,14.692,18.0,24.0,0.035,0.631,18.0,24.0,0.265,0.035,0.288,-0.058,18.0,69.0,207.0,3.0,24.0,-0.058,-1.035,18.0,24.0,0.288,5.176,18.0,3.0,0.0,0.0,0.0,8100778.0,81.0,-18.0,2.0,10.829999999999998
Alex Cejka,68.2,341,5,2011,70.41,1549,22,30.0,-0.737,-17.69,24.0,30.0,-0.022,-0.519,24.0,30.0,0.955,-0.022,0.653,0.324,24.0,72.2,361.0,5.0,30.0,0.324,7.775,24.0,30.0,0.653,15.66,24.0,0.0,0.0,0.0,0.0,7575423.0,173.0,-15.0,28.0,-1.8699999999999974
Zach Johnson,68.6,343,5,2011,71.33,856,12,23.0,0.651,14.329,22.0,23.0,0.035,0.779,22.0,23.0,-0.138,0.035,-0.424,0.251,22.0,71.4,357.0,5.0,23.0,0.251,5.517,22.0,23.0,-0.424,-9.321,22.0,0.0,0.0,0.0,0.0,20205995.0,35.0,0.0,49.0,-5.77000000000001
Bo Van Pelt,68.6,343,5,2011,70.88,1205,17,25.0,-0.383,-6.891,18.0,25.0,0.529,9.518,18.0,25.0,0.495,0.529,-0.433,0.4,18.0,73.0,219.0,3.0,25.0,0.4,7.195,18.0,25.0,-0.433,-7.799,18.0,0.0,0.0,0.0,0.0,12781707.0,49.0,-31.0,17.0,-4.8799999999999955
Luke Donald,69.0,138,2,2011,71.17,427,6,16.0,0.706,7.056,10.0,16.0,-0.059,-0.589,10.0,16.0,0.989,-0.059,1.106,-0.058,10.0,69.0,138.0,2.0,16.0,-0.058,-0.579,10.0,16.0,1.106,11.055,10.0,3.0,1.0,0.0,0.0,20472995.0,4.0,-34.0,7.0,-13.990000000000009
Nick Watney,69.0,345,5,2011,69.45,764,11,23.0,1.178,20.021,17.0,23.0,0.503,8.554,17.0,23.0,1.835,0.503,0.976,0.356,17.0,67.6,338.0,5.0,23.0,0.356,6.05,17.0,23.0,0.976,16.597,17.0,5.0,1.0,0.0,0.0,12675377.0,14.0,-5.0,27.0,-2.4399999999999977
Justin Rose,69.14,484,7,2011,70.14,982,14,30.0,-0.104,-2.819,27.0,30.0,0.507,13.675,27.0,30.0,1.477,0.507,0.602,0.369,27.0,70.14,491.0,7.0,30.0,0.369,9.949,27.0,30.0,0.602,16.247,27.0,3.0,0.0,0.0,1.0,14533433.0,24.0,-26.0,-153.0,19.150000000000006
Steve Marino,69.17,415,6,2011,69.95,1329,19,29.0,0.141,3.25,23.0,29.0,0.652,14.999,23.0,29.0,0.902,0.652,0.349,-0.099,23.0,72.17,433.0,6.0,29.0,-0.099,-2.276,23.0,29.0,0.349,8.018,23.0,3.0,0.0,2.0,0.0,8388918.0,54.0,-7.0,-3.0,29.489999999999995
Retief Goosen,69.25,277,4,2011,71.25,570,8,17.0,0.437,6.987,16.0,17.0,-0.009,-0.139,16.0,17.0,0.17,-0.009,-0.034,0.213,16.0,71.25,285.0,4.0,17.0,0.213,3.411,16.0,17.0,-0.034,-0.549,16.0,0.0,0.0,0.0,0.0,26432243.0,19.0,-2.0,-21.588557993730433,-10.590000000000003
Y.E. Yang,69.25,277,4,2011,71.25,855,12,24.0,0.336,6.376,19.0,24.0,0.29,5.506,19.0,24.0,0.39,0.29,0.279,-0.179,19.0,70.5,282.0,4.0,24.0,-0.179,-3.406,19.0,24.0,0.279,5.304,19.0,3.0,0.0,1.0,0.0,6459700.0,33.0,-10.0,47.0,-9.169999999999987
David Toms,69.4,347,5,2011,69.8,1047,15,22.0,0.958,12.452,13.0,22.0,0.125,1.623,13.0,22.0,0.129,0.125,0.259,-0.254,13.0,70.25,281.0,4.0,22.0,-0.254,-3.303,13.0,22.0,0.259,3.362,13.0,2.0,0.0,0.0,1.0,33830863.0,78.0,-11.0,-74.0,14.429999999999993
Phil Mickelson,69.43,486,7,2011,69.67,1045,15,30.0,0.045,1.137,25.0,30.0,0.126,3.139,25.0,30.0,1.742,0.126,1.121,0.496,25.0,70.43,493.0,7.0,30.0,0.496,12.404,25.0,30.0,1.121,28.019,25.0,3.0,1.0,1.0,0.0,61784520.0,3.0,-10.0,-142.0,39.80000000000001
Vijay Singh,69.5,417,6,2011,70.53,1340,19,30.0,0.239,6.463,27.0,30.0,0.131,3.53,27.0,30.0,0.977,0.131,0.547,0.299,27.0,70.83,425.0,6.0,30.0,0.299,8.066,27.0,30.0,0.547,14.779,27.0,2.0,0.0,1.0,1.0,64595824.0,50.0,0.0,27.0,-3.009999999999991
Aaron Baddeley,69.57,487,7,2011,69.68,1324,19,32.0,0.291,7.847,27.0,32.0,0.308,8.316,27.0,32.0,1.12,0.308,0.257,0.556,27.0,70.29,492.0,7.0,32.0,0.556,15.006,27.0,32.0,0.257,6.932,27.0,3.0,1.0,0.0,0.0,12866581.0,61.0,-9.0,-93.0,16.809999999999988
Kevin Na,69.57,487,7,2011,70.33,1477,21,32.0,0.269,6.994,26.0,32.0,-0.845,-21.969,26.0,32.0,0.665,-0.845,0.818,0.692,26.0,68.83,413.0,6.0,32.0,0.692,18.004,26.0,32.0,0.818,21.268,26.0,2.0,0.0,0.0,1.0,9592794.0,63.0,0.0,14.0,-2.219999999999999
Gary Woodland,69.57,487,7,2011,69.67,1463,21,32.0,0.173,4.508,26.0,32.0,0.751,19.521,26.0,32.0,1.381,0.751,0.617,0.013,26.0,69.0,414.0,6.0,32.0,0.013,0.329,26.0,32.0,0.617,16.044,26.0,4.0,1.0,1.0,0.0,2180976.0,47.0,-16.0,-6.0,56.910000000000004
Rickie Fowler,69.6,348,5,2011,70.42,845,12,25.0,0.577,12.124,21.0,25.0,-0.064,-1.334,21.0,25.0,0.439,-0.064,0.428,0.075,21.0,71.6,358.0,5.0,25.0,0.075,1.569,21.0,25.0,0.428,8.994,21.0,2.0,0.0,0.0,0.0,4007983.0,32.0,-13.0,-35.0,-3.6399999999999864
Jonathan Byrd,69.67,418,6,2011,70.2,1053,15,26.0,-0.216,-4.965,23.0,26.0,0.259,5.956,23.0,26.0,1.22,0.259,0.765,0.197,23.0,69.6,348.0,5.0,26.0,0.197,4.522,23.0,26.0,0.765,17.588,23.0,2.0,1.0,0.0,0.0,13333776.0,57.0,0.0,-45.0,-0.6899999999999977
Bill Haas,69.67,418,6,2011,69.11,1244,18,30.0,0.411,10.264,25.0,30.0,0.575,14.376,25.0,30.0,0.69,0.575,0.047,0.068,25.0,71.0,426.0,6.0,30.0,0.068,1.705,25.0,30.0,0.047,1.183,25.0,3.0,0.0,1.0,0.0,8697907.0,46.0,-9.0,111.0,-5.6699999999999875
Graeme McDowell,69.67,209,3,2011,72.38,579,8,17.0,0.133,1.863,14.0,17.0,0.497,6.956,14.0,17.0,0.827,0.497,0.354,-0.024,14.0,67.0,201.0,3.0,17.0,-0.024,-0.334,14.0,17.0,0.354,4.958,14.0,3.0,0.0,0.0,1.0,4479494.0,5.0,0.0,122.0,-14.159999999999968
Jeff Overton,69.67,418,6,2011,71.13,1138,16,28.0,-0.007,-0.178,24.0,28.0,0.467,11.197,24.0,28.0,0.178,0.467,-0.104,-0.185,24.0,69.83,419.0,6.0,28.0,-0.185,-4.434,24.0,28.0,-0.104,-2.496,24.0,1.0,0.0,0.0,0.0,7504258.0,55.0,-5.0,96.0,-6.010000000000005
Rory Sabbatini,69.67,627,9,2011,70.0,1610,23,38.0,-0.128,-3.582,28.0,38.0,0.408,11.415,28.0,38.0,1.711,0.408,0.603,0.701,28.0,69.5,556.0,8.0,38.0,0.701,19.619,28.0,38.0,0.603,16.889,28.0,2.0,1.0,0.0,0.0,23488557.0,53.0,0.0,-74.0,-1.25
Davis Love III,69.75,279,4,2011,71.38,928,13,20.0,-0.431,-7.335,17.0,20.0,0.215,3.661,17.0,20.0,0.626,0.215,0.656,-0.246,17.0,71.25,285.0,4.0,20.0,-0.246,-4.179,17.0,20.0,0.656,11.155,17.0,1.0,0.0,0.0,0.0,40368666.0,130.0,0.0,87.0,-3.5799999999999983
Heath Slocum,69.75,279,4,2011,72.37,1375,19,24.0,-1.047,-18.84,18.0,24.0,-0.023,-0.413,18.0,24.0,0.019,-0.023,0.132,-0.091,18.0,71.5,143.0,2.0,24.0,-0.091,-1.635,18.0,24.0,0.132,2.381,18.0,0.0,0.0,0.0,0.0,14048041.0,69.0,0.0,13.0,-1.9300000000000068
Dustin Johnson,69.8,349,5,2011,70.73,1061,15,25.0,-0.425,-8.923,21.0,25.0,0.96,20.162,21.0,25.0,1.609,0.96,0.52,0.129,21.0,69.2,346.0,5.0,25.0,0.129,2.704,21.0,25.0,0.52,10.92,21.0,3.0,0.0,1.0,1.0,10685689.0,11.0,-13.0,51.0,-10.159999999999997
Robert Allenby,70.0,420,6,2011,71.0,1136,16,29.0,-0.129,-3.492,27.0,29.0,0.509,13.741,27.0,29.0,1.321,0.509,0.507,0.305,27.0,69.5,417.0,6.0,29.0,0.305,8.244,27.0,29.0,0.507,13.677,27.0,2.0,0.0,0.0,0.0,24866129.0,27.0,-2.0,-154.0,0.4399999999999977
Ángel Cabrera,70.0,210,3,2011,71.5,858,12,18.0,0.764,9.935,13.0,18.0,-0.132,-1.72,13.0,18.0,-1.4,-0.132,-0.06,-1.208,13.0,72.33,217.0,3.0,18.0,-1.208,-15.697,13.0,18.0,-0.06,-0.782,13.0,1.0,0.0,0.0,0.0,9254722.0,97.0,-29.0,-1.0,-8.189999999999998
Anthony Kim,70.0,350,5,2011,70.69,1131,16,27.0,0.117,2.923,25.0,27.0,-0.107,-2.683,25.0,27.0,0.393,-0.107,0.364,0.137,25.0,70.6,353.0,5.0,27.0,0.137,3.417,25.0,27.0,0.364,9.095,25.0,1.0,0.0,0.0,0.0,11652256.0,40.0,0.0,-99.0,-3.390000000000015
Bubba Watson,70.0,420,6,2011,70.07,1051,15,31.0,-0.325,-6.829,21.0,31.0,0.951,19.964,21.0,31.0,0.918,0.951,0.272,-0.304,21.0,71.0,355.0,5.0,31.0,-0.304,-6.383,21.0,31.0,0.272,5.706,21.0,2.0,1.0,0.0,0.0,10552852.0,17.0,-22.0,-3.0,-2.3600000000000136
Arjun Atwal,70.2,351,5,2011,71.88,1222,17,25.0,0.182,4.001,22.0,25.0,-0.747,-16.442,22.0,25.0,-0.867,-0.747,0.06,-0.18,22.0,72.5,290.0,4.0,25.0,-0.18,-3.961,22.0,25.0,0.06,1.328,22.0,0.0,0.0,0.0,0.0,3915596.0,131.0,-2.0,137.0,-1.8100000000000023
Jason Bohn,70.2,351,5,2011,71.08,853,12,22.0,-0.152,-2.743,18.0,22.0,-0.466,-8.381,18.0,22.0,-0.599,-0.466,0.063,-0.196,18.0,71.0,355.0,5.0,22.0,-0.196,-3.528,18.0,22.0,0.063,1.135,18.0,0.0,0.0,0.0,0.0,8730062.0,169.0,0.0,44.0,-3.6100000000000065
Stewart Cink,70.5,423,6,2011,70.14,982,14,26.0,0.176,2.817,16.0,26.0,0.326,5.214,16.0,26.0,1.048,0.326,0.469,0.254,16.0,72.0,360.0,5.0,26.0,0.254,4.062,16.0,26.0,0.469,7.502,16.0,0.0,0.0,0.0,0.0,29849393.0,59.0,-1.0,-100.0,3.3499999999999943
Jhonattan Vegas,70.67,424,6,2011,70.55,1552,22,33.0,-0.126,-3.146,25.0,33.0,0.683,17.083,25.0,33.0,0.391,0.683,-0.166,-0.127,25.0,69.5,417.0,6.0,33.0,-0.127,-3.167,25.0,33.0,-0.166,-4.14,25.0,2.0,1.0,0.0,1.0,1525821.0,83.0,0.0,139.0,-1.6799999999999926
Lucas Glover,70.75,283,4,2011,70.3,703,10,18.0,0.889,15.111,17.0,18.0,0.041,0.702,17.0,18.0,-0.41,0.041,-0.15,-0.301,17.0,71.5,286.0,4.0,18.0,-0.301,-5.122,17.0,18.0,-0.15,-2.553,17.0,0.0,0.0,0.0,0.0,13206451.0,92.0,-2.0,36.0,-6.239999999999995
Charley Hoffman,70.75,566,8,2011,71.52,1502,21,34.0,-0.248,-6.684,27.0,34.0,0.397,10.727,27.0,34.0,0.531,0.397,0.274,-0.141,27.0,71.17,427.0,6.0,34.0,-0.141,-3.796,27.0,34.0,0.274,7.396,27.0,0.0,0.0,0.0,0.0,8534168.0,64.0,-11.0,-95.0,-0.5799999999999983
